,Athlete,Bodyweight (kg),Snatch (kg),Clean & Jerk (kg),Total (kg),Ranking,Url,Title,Year,Gender
924,David Kavelasvili (GRE),93.21,170,200,370,6,https://en.wikipedia.org//wiki/Weightlifting_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_94_kg,Weightlifting at the 2012 Summer Olympics – Men's 94 kg,2012,Men
925,Abbas Al-Qaisoum (KSA),93.06,155,180,335,7,https://en.wikipedia.org//wiki/Weightlifting_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_94_kg,Weightlifting at the 2012 Summer Olympics – Men's 94 kg,2012,Men
926,Peter Kirkbride (GBR),93.37,138,190,328,8,https://en.wikipedia.org//wiki/Weightlifting_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_94_kg,Weightlifting at the 2012 Summer Olympics – Men's 94 kg,2012,Men
927,David Katoatau (KIR),93.32,140,185,325,9,https://en.wikipedia.org//wiki/Weightlifting_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_94_kg,Weightlifting at the 2012 Summer Olympics – Men's 94 kg,2012,Men
928,Cristopher Pavón (HON),93.2,140,180,320,10,https://en.wikipedia.org//wiki/Weightlifting_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_94_kg,Weightlifting at the 2012 Summer Olympics – Men's 94 kg,2012,Men
929,Miika Antti-Roiko (FIN),93.63,140,180,320,11,https://en.wikipedia.org//wiki/Weightlifting_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_94_kg,Weightlifting at the 2012 Summer Olympics – Men's 94 kg,2012,Men
930,Jean Greeff (RSA),93.32,137,176,313,12,https://en.wikipedia.org//wiki/Weightlifting_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_94_kg,Weightlifting at the 2012 Summer Olympics – Men's 94 kg,2012,Men
931,Arsen Kasabijew (POL),93.56,170,-1,-1,13,https://en.wikipedia.org//wiki/Weightlifting_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_94_kg,Weightlifting at the 2012 Summer Olympics – Men's 94 kg,2012,Men
932,Ilya Ilyin (KAZ),93.52,185,233,418,14,https://en.wikipedia.org//wiki/Weightlifting_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_94_kg,Weightlifting at the 2012 Summer Olympics – Men's 94 kg,2012,Men
933,Aleksandr Ivanov (RUS),93.3,185,224,409,15,https://en.wikipedia.org//wiki/Weightlifting_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_94_kg,Weightlifting at the 2012 Summer Olympics – Men's 94 kg,2012,Men
934,Anatolie Cîrîcu (MDA),93.29,181,226,407,16,https://en.wikipedia.org//wiki/Weightlifting_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_94_kg,Weightlifting at the 2012 Summer Olympics – Men's 94 kg,2012,Men
935,Andrey Demanov (RUS),93.85,182,225,407,17,https://en.wikipedia.org//wiki/Weightlifting_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_94_kg,Weightlifting at the 2012 Summer Olympics – Men's 94 kg,2012,Men
936,Intigam Zairov (AZE),93.17,182,215,397,18,https://en.wikipedia.org//wiki/Weightlifting_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_94_kg,Weightlifting at the 2012 Summer Olympics – Men's 94 kg,2012,Men
937,Almas Uteshov (KAZ),93.15,175,220,395,19,https://en.wikipedia.org//wiki/Weightlifting_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_94_kg,Weightlifting at the 2012 Summer Olympics – Men's 94 kg,2012,Men
938,Norayr Vardanyan (ARM),93.83,170,210,380,20,https://en.wikipedia.org//wiki/Weightlifting_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_94_kg,Weightlifting at the 2012 Summer Olympics – Men's 94 kg,2012,Men
939,Endri Karina (ALB),93.9,155,195,350,21,https://en.wikipedia.org//wiki/Weightlifting_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_94_kg,Weightlifting at the 2012 Summer Olympics – Men's 94 kg,2012,Men
940,Lidia Valentín (ESP),74.39,120,145,265,1,https://en.wikipedia.org//wiki/Weightlifting_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_75_kg,Weightlifting at the 2012 Summer Olympics – Women's 75 kg,2012,Women
941,Abeer Abdelrahman (EGY),74.6,118,140,258,2,https://en.wikipedia.org//wiki/Weightlifting_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_75_kg,Weightlifting at the 2012 Summer Olympics – Women's 75 kg,2012,Women
942,Madias Nzesso (CMR),74.55,115,131,246,3,https://en.wikipedia.org//wiki/Weightlifting_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_75_kg,Weightlifting at the 2012 Summer Olympics – Women's 75 kg,2012,Women
943,Ewa Mizdal (POL),70.58,104,127,231,4,https://en.wikipedia.org//wiki/Weightlifting_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_75_kg,Weightlifting at the 2012 Summer Olympics – Women's 75 kg,2012,Women
944,Jaqueline Ferreira (BRA),74.12,102,128,230,5,https://en.wikipedia.org//wiki/Weightlifting_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_75_kg,Weightlifting at the 2012 Summer Olympics – Women's 75 kg,2012,Women
945,María Fernanda Valdés (CHI),74.7,96,127,223,6,https://en.wikipedia.org//wiki/Weightlifting_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_75_kg,Weightlifting at the 2012 Summer Olympics – Women's 75 kg,2012,Women
946,Lim Ji-hye (KOR),74.81,97,126,223,7,https://en.wikipedia.org//wiki/Weightlifting_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_75_kg,Weightlifting at the 2012 Summer Olympics – Women's 75 kg,2012,Women
947,Thuraia Sobh (SYR),73.36,86,115,201,8,https://en.wikipedia.org//wiki/Weightlifting_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_75_kg,Weightlifting at the 2012 Summer Olympics – Women's 75 kg,2012,Women
948,Khadija Mohammed (UAE),74.72,51,62,113,9,https://en.wikipedia.org//wiki/Weightlifting_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_75_kg,Weightlifting at the 2012 Summer Olympics – Women's 75 kg,2012,Women
949,Nadezhda Evstyukhina (RUS),74.23,-1,-1,-1,10,https://en.wikipedia.org//wiki/Weightlifting_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_75_kg,Weightlifting at the 2012 Summer Olympics – Women's 75 kg,2012,Women
950,Svetlana Podobedova (KAZ),74.58,130,161,291,11,https://en.wikipedia.org//wiki/Weightlifting_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_75_kg,Weightlifting at the 2012 Summer Olympics – Women's 75 kg,2012,Women
951,Natalya Zabolotnaya (RUS),74.8,131,160,291,12,https://en.wikipedia.org//wiki/Weightlifting_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_75_kg,Weightlifting at the 2012 Summer Olympics – Women's 75 kg,2012,Women
952,Iryna Kulesha (BLR),74.95,121,148,269,13,https://en.wikipedia.org//wiki/Weightlifting_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_75_kg,Weightlifting at the 2012 Summer Olympics – Women's 75 kg,2012,Women
953,Navab Nassirshalal (IRI),104.41,184,227,411,1,https://en.wikipedia.org//wiki/Weightlifting_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_105_kg,Weightlifting at the 2012 Summer Olympics – Men's 105 kg,2012,Men
954,Bartłomiej Bonk (POL),104.01,190,220,410,2,https://en.wikipedia.org//wiki/Weightlifting_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_105_kg,Weightlifting at the 2012 Summer Olympics – Men's 105 kg,2012,Men
955,Ivan Efremov (UZB),103.83,183,218,401,3,https://en.wikipedia.org//wiki/Weightlifting_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_105_kg,Weightlifting at the 2012 Summer Olympics – Men's 105 kg,2012,Men
956,Ahed Joughili (SYR),104.98,180,218,398,4,https://en.wikipedia.org//wiki/Weightlifting_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_105_kg,Weightlifting at the 2012 Summer Olympics – Men's 105 kg,2012,Men
957,Artūrs Plēsnieks (LAT),103.69,175,215,390,5,https://en.wikipedia.org//wiki/Weightlifting_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_105_kg,Weightlifting at the 2012 Summer Olympics – Men's 105 kg,2012,Men
958,Jorge Arroyo (ECU),103.96,185,200,385,6,https://en.wikipedia.org//wiki/Weightlifting_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_105_kg,Weightlifting at the 2012 Summer Olympics – Men's 105 kg,2012,Men
959,Jürgen Spieß (GER),104.45,172,202,374,7,https://en.wikipedia.org//wiki/Weightlifting_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_105_kg,Weightlifting at the 2012 Summer Olympics – Men's 105 kg,2012,Men
960,Serhiy Tahirov (UKR),104.72,174,200,374,8,https://en.wikipedia.org//wiki/Weightlifting_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_105_kg,Weightlifting at the 2012 Summer Olympics – Men's 105 kg,2012,Men
961,Martin Tešovič (SVK),104.19,167,196,363,9,https://en.wikipedia.org//wiki/Weightlifting_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_105_kg,Weightlifting at the 2012 Summer Olympics – Men's 105 kg,2012,Men
962,Alexandr Zaichikov (KAZ),94.74,155,205,360,10,https://en.wikipedia.org//wiki/Weightlifting_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_105_kg,Weightlifting at the 2012 Summer Olympics – Men's 105 kg,2012,Men
963,Jorge García (CHI),104.41,150,191,341,11,https://en.wikipedia.org//wiki/Weightlifting_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_105_kg,Weightlifting at the 2012 Summer Olympics – Men's 105 kg,2012,Men
964,Walid Bidani (ALG),101.45,160,180,340,12,https://en.wikipedia.org//wiki/Weightlifting_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_105_kg,Weightlifting at the 2012 Summer Olympics – Men's 105 kg,2012,Men
965,Gia Machavariani (GEO),103.86,185,-1,-1,13,https://en.wikipedia.org//wiki/Weightlifting_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_105_kg,Weightlifting at the 2012 Summer Olympics – Men's 105 kg,2012,Men
966,Kim Hwa-seung (KOR),104.55,-1,-1,-1,14,https://en.wikipedia.org//wiki/Weightlifting_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_105_kg,Weightlifting at the 2012 Summer Olympics – Men's 105 kg,2012,Men
967,Marcin Dołęga (POL),104.01,-1,-1,-1,15,https://en.wikipedia.org//wiki/Weightlifting_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_105_kg,Weightlifting at the 2012 Summer Olympics – Men's 105 kg,2012,Men
968,Oleksiy Torokhtiy (UKR),104.31,185,227,412,16,https://en.wikipedia.org//wiki/Weightlifting_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_105_kg,Weightlifting at the 2012 Summer Olympics – Men's 105 kg,2012,Men
